FIELD_Country,lat,lon,FIELD_name,FIELD_County,FIELD_plantingSeason,FIELD_pipeline,FIELD_year,commercialName,createdBrand,OBS_code,OBS_numValue,REP_repetitionNumber,QC_Flag,OBS_growthStage,protocolType,protocolTitle,createdTechnology,trait
Argentina,-26.3146109,-61.577004,CSALO9_FRENTONES_VICENTIN_F22,Almirante Brown,2022,North,2022,DS510PWU,CORTEVA,DSSFP,0,1,NA,V5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU,spod_veg
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DAEAR,0.5,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7270TRE,NA,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DS510PWU,CORTEVA,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7270TRE,NA,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DSSFP,22,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_veg
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DS510PWU,CORTEVA,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DAEAR,0.7,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7270TRE,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_veg
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DSSFP,33,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_veg
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DAEAR,0.1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_veg
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7270TRE,NA,DAEAR,0.1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DAEAR,0.5,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DS510PWU,CORTEVA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU,spod_veg
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3,spod_veg
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DSSFP,0,1,NA,V7,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR,spod_veg
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DAEAR,0.1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-27.4688499,-62.513698,CSALO9_QUIMILI_CABURE_F22,Moreno,2022,North,2023,DS510PWU,CORTEVA,DAEAR,0.3,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,3.7,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7270TRE,NA,HZ9_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,DAEAR_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,DAEAR_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210PRO4,NA,HZ9_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210PRO4,NA,DAEAR_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,1.5,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210PRO4,NA,SF9_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,2.7,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,SF9_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7270TRE,NA,DAEAR_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,2.7,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7270TRE,NA,SF9,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,SF9_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7270TRE,NA,SF9_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,1.7,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,1.2,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,0.5,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,4.5,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,0.7,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,2.2,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,SF9,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210PRO4,NA,HZ9,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,1.2,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,1.5,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,1,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,2,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,4,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,0.5,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,DAEAR,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,1,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7270TRE,NA,DAEAR,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210PRO4,NA,SF9,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,1.7,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_veg
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210PRO4,NA,DAEAR,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,2,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,SF9,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9_SUB,2.2,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,0.7,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9,2,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,2.4,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,HZ9_SUB,4,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,HZ9,1.4,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7270VT3P,DEKALB,SF9,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7210RR2,DEKALB,DAEAR,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-32.9459795,-63.9607417,GGBLAN_CARNERILLO_MANIAGRO_EARLY_FAMB22,Juarez Celman,2022,South,2022,DK7270TRE,NA,HZ9,0,1,NA,R5,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7270TRE,NA,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7270TRE,NA,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7270TRE,NA,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_veg
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DAEAR,0.2,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DS510PWU,CORTEVA,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,SYN126VIP3,SYNGENTA,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VIP3,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DS510PWU,CORTEVA,DAEAR_SUB,1,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PWU,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DAEAR_SUB,0,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DAEAR,0.3,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DAEAR,0.3,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DSSFP,90,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_veg
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,P2089VYHR,PIONEER,DSSFP,3,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VYHR,spod_veg
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7270TRE,NA,DAEAR,0.3,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),TRE,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210RR2,DEKALB,DAEAR,0.6,1,NA,Not Applicable,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),RR,spod_rep
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210VT3P,DEKALB,DSSFP,54,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),VT3P,spod_veg
Argentina,-27.745951295695,-62.582310688714,CSALO9_QUIMILI_VALVASSORI_F22,Moreno,2022,North,2023,DK7210PRO4,NA,DSSFP,0,1,NA,V6,FTN,ARG 22 SM COM CORN GERM FTN (ARG/URY),PRO4,spod_veg
